"SERVICEINSTNUM","ACCOUNT_NAME","CUSTOMER_SEGMENT","KAM_CATEGORY","SALES_DIVISION","SALES_DEPARTMENT","TERMINATION_REASON","TERM_REASON","MONT_TERMINATION_DATE","MON_TERMINATION_DATE","YEAR_TERMINATION_DATE","CATEGORY_PRODUCT","PRODUCT_LV2","TARIF","TOTAL_BULJAR"
"2021260412","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2022297754","BANK VICTORIA INTERNATIONAL","FINANCE BANK","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 1","Effisiensi","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",4600000,32200000
"2014003220","XL AXIATA TBK","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA LEASED LINE",8000000,56000000
"2022337605_RLA_231023101018","IFORTE SOLUSI INFOTEK","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Masa Kontrak(Project Berakhir)","KONTRAK END USER BERAKHIR","06","Jun","2024","CONNECTITIVY","LA LEASED LINE",7000000,49000000
"2010005831","EXERTAINMENT INDONESIA","SERVICES","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 2","Effisiensi","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",14000000,98000000
"2021260248","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287280","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",5500000,38500000
"2021287382","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287422","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287275","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287279","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287383","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287358","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287359","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287249","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287355","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287267","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2020213446","BANK PEMBANGUNAN DAERAH BANTEN PERSERODA TBK","FINANCE BANK","KA","REGIONAL COMMERCE","WEST JAVA AND BANTEN COMMERCIAL","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",800000,5600000
"2010008080","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA VSAT",727273,5090911
"2019003281","CHUBB LIFE INSURANCE INDONESIA","FINANCE NON-BANK","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",1751190,12258330
"2024402041","JARINGAN VNT INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Batal Pasang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",7500000,52500000
"2024402041","JARINGAN VNT INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Batal Pasang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2024402041","JARINGAN VNT INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Batal Pasang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2024402040","JARINGAN VNT INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Batal Pasang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2024402040","JARINGAN VNT INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Batal Pasang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2024402040","JARINGAN VNT INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Batal Pasang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2023388782","ASURANSI MAXIMUS GRAHA PERSADA TBK","FINANCE NON-BANK","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","MANUFACTURING, RETAIL AND DISTRIBUTION ACCOUNT","Harga","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",4000000,28000000
"2012005591","BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK (BANK BJB)","FINANCE BANK","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","IPVPN",3700000,25900000
"2019008825","BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK (BANK BJB)","FINANCE BANK","SKA 1","REGIONAL COMMERCE","WEST JAVA AND BANTEN COMMERCIAL","Coverage","","06","Jun","2024","CONNECTITIVY","IPVPN",750000,5250000
"2022312725","BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK (BANK BJB)","FINANCE BANK","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Coverage","","06","Jun","2024","CONNECTITIVY","LA VSAT",750000,5250000
"2019004469","BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK (BANK BJB)","FINANCE BANK","SKA 1","REGIONAL COMMERCE","WEST JAVA AND BANTEN COMMERCIAL","Coverage","","06","Jun","2024","CONNECTITIVY","IPVPN",750000,5250000
"2008005079","BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK (BANK BJB)","FINANCE BANK","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA VSAT",750000,5250000
"2004002451","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA VSAT",727273,5090911
"2017003727","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",727273,5090911
"2005002937","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA VSAT",727273,5090911
"2021266577","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA VSAT",31546000,220822000
"2012002885","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",727273,5090911
"2012001671","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",727273,5090911
"2019011533","BANK CIMB NIAGA TBK","FINANCE BANK","SKA 1","BILLING AND REVENUE ASSURANCE","CONTRACT, ORDER MANAGEMENT AND BILLING","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",908182,6357274
"2022342377","INDOSAT TBK","ICT PROVIDER","Wholesale","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",2269000,15883000
"2017004591","INDOSAT TBK","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",3400000,23800000
"2021260348","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287353","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021260580","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2021287330","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2023353094","BANK SYARIAH INDONESIA TBK.","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",4363636,30545452
"2018003153","ALIANSI TEKNOLOGI INDONESIA","DIGITAL COMPANY","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 2","Effisiensi","","06","Jun","2024","CONNECTITIVY","IPVPN",4500000,31500000
"2018003155","ALIANSI TEKNOLOGI INDONESIA","DIGITAL COMPANY","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 2","Effisiensi","","06","Jun","2024","CONNECTITIVY","IPVPN",0,0
"2021266621","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","IPVPN",31546000,220822000
"2023361352","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","IPVPN",31546000,220822000
"2023361354","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","OTHERS","GOVERNMENT INDUSTRY SOLUTION",5680000,39760000
"2023362759","INDONESIA AIRASIA","TRANSPORTATION","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 3","Kebijakan Pemerintah","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",1675235,11726645
"2021266616","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","IPVPN",31546000,220822000
"2021285864","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","OTHERS","INDUSTRIAL SOLUTION",5680000,39760000
"2023371781","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","IPVPN",22180000,155260000
"2023385131","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","OTHERS","GOVERNMENT INDUSTRY SOLUTION",5680000,39760000
"2022300900","NETSENTIA PRIVATE LIMITED","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","GLOBAL PARTNER","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",12537585,72,87763100,04
"2023395573","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA VSAT",39469000,276283000
"2021272858","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","OTHERS","INDUSTRIAL SOLUTION",5680000,39760000
"2021285929","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","IPVPN",22180000,155260000
"2022330521","WASKITA - BAHAGIA - GUNTUR, KSO","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367165","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367233","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367181","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367231","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367227","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367226","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367193","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367225","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367202","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367217","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367220","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2023367218","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2020224294","BANK NATIONAL NOBU","FINANCE BANK","SKA 2","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",1750000,12250000
"2020224380","BANK NATIONAL NOBU","FINANCE BANK","SKA 2","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 1","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",1750000,12250000
"2020224362","BANK NATIONAL NOBU","FINANCE BANK","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 1","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",2900000,20300000
"2022318602","BANK NATIONAL NOBU","FINANCE BANK","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Harga","","06","Jun","2024","CONNECTITIVY","IPVPN",2900000,20300000
"2021283512","FAST FOOD INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 3","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",3000000,21000000
"2021286213","NEVIGATE COMMUNICATIONS (SINGAPORE) PTE LTD","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","GLOBAL PARTNER","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",8471929,4,59303505,8
"2016009559","BANK BUKOPIN","FINANCE BANK","SKA 1","MRD, REGULAR AND ACQUISITION ACCOUNT","MANUFACTURING, RETAIL AND DISTRIBUTION ACCOUNT","Mutasi","","06","Jun","2024","CONNECTITIVY","IPVPN",7625000,53375000
"2022332173","FAST FOOD INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 3","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA MANAGED CPE",325000,2275000
"2014000638","BANK MAYBANK INDONESIA TBK.","FINANCE BANK","KA","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",1150000,8050000
"2022330516","TELMARK INTEGRASI INDONESIA","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","NATIONAL PARTNER 2","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",12000000,84000000
"2023364670","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2023364671","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2023364664","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2023364662","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2023364666","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2023364660","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2023364661","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2022323809","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","IPVPN",20896000,146272000
"2022320668","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",20896000,146272000
"2021266582","PERTAMINA HULU ROKAN","RESOURCES","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","06","Jun","2024","CONNECTITIVY","LA VSAT",31546000,220822000
"2022340635","QUIROS NETWORKS","ICT PROVIDER","Wholesale","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 1","Effisiensi","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",2200000,15400000
"2020237347","BANK PEMBANGUNAN DAERAH SUMATERA UTARA","FINANCE BANK","KA","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Admin Only / OTC","","06","Jun","2024","CYBERSECURITY","SECURITY AND COLLABORATION",0,0
"2020234200","BANK PEMBANGUNAN DAERAH SUMATERA UTARA","FINANCE BANK","KA","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Admin Only / OTC","","06","Jun","2024","CYBERSECURITY","SECURITY AND COLLABORATION",0,0
"2017008671","BANK CIMB NIAGA TBK","FINANCE BANK","SKA 1","BILLING AND REVENUE ASSURANCE","CONTRACT, ORDER MANAGEMENT AND BILLING","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","IPVPN",908182,6357274
"2020217610","TELKOM INDONESIA (PERSERO) TBK","ICT PROVIDER","Wholesale","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT RESOURCES AND PUBLIC SECTOR","Mutasi","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",0,0
"2022337411","UNILEVER INDONESIA TBK.","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 2","MRD, REGULAR AND ACQUISITION ACCOUNT","MANUFACTURING, RETAIL AND DISTRIBUTION ACCOUNT","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",5816250,40713750
"2022337414","UNILEVER INDONESIA TBK.","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 2","MRD, REGULAR AND ACQUISITION ACCOUNT","MANUFACTURING, RETAIL AND DISTRIBUTION ACCOUNT","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",5816250,40713750
"2022298212","BIMATEKNO KARYATAMA KONSULTAN","SERVICES","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 2","Effisiensi","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",16650000,116550000
"2022300901","NETSENTIA PRIVATE LIMITED","ICT PROVIDER","Wholesale","GLOBAL AND PARTNERSHIP","GLOBAL PARTNER","Masa Kontrak(Project Berakhir)","","06","Jun","2024","CONNECTITIVY","LA DEDICATED INTERNET",10298647,92,72090535,44
"2018008389","BANK BUKOPIN","FINANCE BANK","SKA 1","MRD, REGULAR AND ACQUISITION ACCOUNT","MANUFACTURING, RETAIL AND DISTRIBUTION ACCOUNT","Effisiensi","","06","Jun","2024","CONNECTITIVY","IPVPN",2700000,18900000
"2015000461","BANK BUKOPIN","FINANCE BANK","SKA 1","MRD, REGULAR AND ACQUISITION ACCOUNT","MANUFACTURING, RETAIL AND DISTRIBUTION ACCOUNT","Effisiensi","","06","Jun","2024","OTHERS","VALUE ADDED SERVICES",1300000,9100000
"2021285144","FERRON PAR PHARMACEUTICALS","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 2","REGIONAL COMMERCE","SOUTH SUMATERA COMMERCIAL","Tutup Cabang","","06","Jun","2024","CONNECTITIVY","METRO ETHERNET",4500000,31500000
